Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2025-05-01T16:56:16+0300,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 5 SGOV @ 100.36,-501.80,5,-100.36,0.00,0.00,,,,,,,381576051,-501.80,USD
2025-05-01T16:30:00+0300,Trade,Sell to Close,SELL_TO_CLOSE,FETH,Equity,Sold 1 FETH @ 18.51,18.51,1,18.51,0.00,-0.01,,,,,,,381263999,18.50,USD
2025-04-30T22:58:46+0300,Trade,Sell to Close,SELL_TO_CLOSE,SMCI  250516C00030000,Equity Option,Sold 1 SMCI 05/16/25 Call 30.00 @ 3.78,378.00,1,378.00,0.00,-0.15,100,SMCI,SMCI,5/16/25,30.0,CALL,381498335,377.85,USD
2025-04-30T22:58:46+0300,Trade,Buy to Close,BUY_TO_CLOSE,SMCI  250516C00037000,Equity Option,Bought 1 SMCI 05/16/25 Call 37.00 @ 1.06,-106.00,1,-106.00,0.00,-0.13,100,SMCI,SMCI,5/16/25,37.0,CALL,381498335,-106.13,USD
2025-04-30T16:45:22+0300,Trade,Sell to Open,SELL_TO_OPEN,SMCI  250516C00037000,Equity Option,Sold 1 SMCI 05/16/25 Call 37.00 @ 0.66,66.00,1,66.00,-1.00,-0.14,100,SMCI,SMCI,5/16/25,37.0,CALL,381303472,64.86,USD
2025-04-30T16:45:22+0300,Trade,Buy to Open,BUY_TO_OPEN,SMCI  250516C00030000,Equity Option,Bought 1 SMCI 05/16/25 Call 30.00 @ 2.54,-254.00,1,-254.00,-1.00,-0.13,100,SMCI,SMCI,5/16/25,30.0,CALL,381303472,-255.13,USD
2025-04-30T16:30:03+0300,Trade,Buy to Open,BUY_TO_OPEN,PLTR  250516C00150000,Equity Option,Bought 1 PLTR 05/16/25 Call 150.00 @ 1.27,-127.00,1,-127.00,-1.00,-0.13,100,PLTR,PLTR,5/16/25,150.0,CALL,381263974,-128.13,USD
2025-04-30T16:30:03+0300,Trade,Sell to Open,SELL_TO_OPEN,PLTR  250516C00175000,Equity Option,Sold 1 PLTR 05/16/25 Call 175.00 @ 0.37,37.00,1,37.00,-1.00,-0.14,100,PLTR,PLTR,5/16/25,175.0,CALL,381263974,35.86,USD
2025-04-29T22:24:17+0300,Trade,Buy to Close,BUY_TO_CLOSE,SNAP  250516C00013000,Equity Option,Bought 1 SNAP 05/16/25 Call 13.00 @ 0.14,-14.00,1,-14.00,0.00,-0.13,100,SNAP,SNAP,5/16/25,13.0,CALL,381226585,-14.13,USD
2025-04-29T22:24:17+0300,Trade,Sell to Close,SELL_TO_CLOSE,SNAP  250516C00009000,Equity Option,Sold 1 SNAP 05/16/25 Call 9.00 @ 1.03,103.00,1,103.00,0.00,-0.14,100,SNAP,SNAP,5/16/25,9.0,CALL,381226585,102.86,USD
2025-04-29T17:32:14+0300,Trade,Buy to Close,BUY_TO_CLOSE,EVLV  260116C00005000,Equity Option,Bought 1 EVLV 01/16/26 Call 5.00 @ 0.90,-90.00,1,-90.00,0.00,-0.13,100,EVLV,EVLV,1/16/26,5.0,CALL,381101634,-90.13,USD
2025-04-29T17:32:14+0300,Trade,Sell to Close,SELL_TO_CLOSE,EVLV  260116C00003000,Equity Option,Sold 1 EVLV 01/16/26 Call 3.00 @ 1.77,177.00,1,177.00,0.00,-0.14,100,EVLV,EVLV,1/16/26,3.0,CALL,381101634,176.86,USD
2025-04-29T17:09:43+0300,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  250516C00230000,Equity Option,Bought 1 AAPL 05/16/25 Call 230.00 @ 1.00,-100.00,1,-100.00,0.00,-0.13,100,AAPL,AAPL,5/16/25,230.0,CALL,381084977,-100.13,USD
2025-04-29T17:09:43+0300,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  250516C00220000,Equity Option,Sold 1 AAPL 05/16/25 Call 220.00 @ 3.25,325.00,1,325.00,0.00,-0.14,100,AAPL,AAPL,5/16/25,220.0,CALL,381084977,324.86,USD
2025-04-29T16:30:14+0300,Trade,Sell to Open,SELL_TO_OPEN,AAPL  250516C00230000,Equity Option,Sold 1 AAPL 05/16/25 Call 230.00 @ 0.80,80.00,1,80.00,-1.00,-0.14,100,AAPL,AAPL,5/16/25,230.0,CALL,381032327,78.86,USD
2025-04-29T16:30:14+0300,Trade,Buy to Open,BUY_TO_OPEN,AAPL  250516C00220000,Equity Option,Bought 1 AAPL 05/16/25 Call 220.00 @ 2.56,-256.00,1,-256.00,-1.00,-0.13,100,AAPL,AAPL,5/16/25,220.0,CALL,381032327,-257.13,USD
2025-04-26T21:42:07+0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.25,0,,--,0.00,,,,,,,,-0.25,USD
2025-04-25T21:51:16+0300,Trade,Sell to Open,SELL_TO_OPEN,PLTR  250718P00065000,Equity Option,Sold 1 PLTR 07/18/25 Put 65.00 @ 1.56,156.00,1,156.00,-1.00,-0.14,100,PLTR,PLTR,7/18/25,65.0,PUT,380737235,154.86,USD
2025-04-25T21:51:16+0300,Trade,Buy to Open,BUY_TO_OPEN,PLTR  250718P00075000,Equity Option,Bought 1 PLTR 07/18/25 Put 75.00 @ 2.85,-285.00,1,-285.00,-1.00,-0.13,100,PLTR,PLTR,7/18/25,75.0,PUT,380737235,-286.13,USD
2025-04-25T20:28:16+0300,Trade,Sell to Close,SELL_TO_CLOSE,PFE,Equity,Sold 1 PFE @ 22.99,22.99,1,22.99,0.00,-0.01,,,,,,,380689127,22.98,USD
2025-04-25T20:16:57+0300,Trade,Sell to Close,SELL_TO_CLOSE,NBIS,Equity,Sold 1 NBIS @ 24.42,24.42,1,24.42,0.00,-0.01,,,,,,,380688304,24.41,USD
2025-04-25T20:10:05+0300,Trade,Sell to Close,SELL_TO_CLOSE,NBIS  260116C00030000,Equity Option,Sold 1 NBIS 01/16/26 Call 30.00 @ 5.03,503.00,1,503.00,0.00,-0.15,100,NBIS,NBIS,1/16/26,30.0,CALL,380676083,502.85,USD
2025-04-25T20:10:05+0300,Trade,Buy to Close,BUY_TO_CLOSE,NBIS  260116C00040000,Equity Option,Bought 1 NBIS 01/16/26 Call 40.00 @ 2.78,-278.00,1,-278.00,0.00,-0.13,100,NBIS,NBIS,1/16/26,40.0,CALL,380676083,-278.13,USD
2025-04-25T20:07:27+0300,Trade,Sell to Close,SELL_TO_CLOSE,SOXL  270115C00010000,Equity Option,Sold 1 SOXL 01/15/27 Call 10.00 @ 6.19,619.00,1,619.00,0.00,-0.15,100,SOXL,SOXL,1/15/27,10.0,CALL,380683186,618.85,USD
2025-04-25T20:07:27+0300,Trade,Buy to Close,BUY_TO_CLOSE,SOXL  270115C00030000,Equity Option,Bought 1 SOXL 01/15/27 Call 30.00 @ 2.25,-225.00,1,-225.00,0.00,-0.13,100,SOXL,SOXL,1/15/27,30.0,CALL,380683186,-225.13,USD
2025-04-25T19:48:14+0300,Trade,Sell to Close,SELL_TO_CLOSE,CLSK  250718C00009000,Equity Option,Sold 1 CLSK 07/18/25 Call 9.00 @ 1.69,169.00,1,169.00,0.00,-0.14,100,CLSK,CLSK,7/18/25,9.0,CALL,380673034,168.86,USD
2025-04-25T19:48:14+0300,Trade,Buy to Close,BUY_TO_CLOSE,CLSK  250718C00025000,Equity Option,Bought 1 CLSK 07/18/25 Call 25.00 @ 0.18,-18.00,1,-18.00,0.00,-0.13,100,CLSK,CLSK,7/18/25,25.0,CALL,380673034,-18.13,USD
2025-04-25T18:23:46+0300,Trade,Sell to Close,SELL_TO_CLOSE,XOVR,Equity,Sold 1 XOVR @ 16.28,16.28,1,16.28,0.00,-0.01,,,,,,,380629199,16.27,USD
2025-04-25T18:22:32+0300,Trade,Sell to Close,SELL_TO_CLOSE,XOVR,Equity,Sold 1 XOVR @ 16.27,16.27,1,16.27,0.00,-0.01,,,,,,,380628401,16.26,USD
2025-04-25T18:22:00+0300,Trade,Sell to Close,SELL_TO_CLOSE,XOVR,Equity,Sold 1 XOVR @ 16.26,16.26,1,16.26,0.00,-0.01,,,,,,,380627659,16.25,USD
2025-04-25T18:15:39+0300,Trade,Sell to Close,SELL_TO_CLOSE,BCI,Equity,Sold 1 BCI @ 20.70,20.70,1,20.70,0.00,-0.01,,,,,,,380624499,20.69,USD
2025-04-25T18:14:12+0300,Trade,Sell to Close,SELL_TO_CLOSE,PDBC,Equity,Sold 1 PDBC @ 12.82,12.82,1,12.82,0.00,-0.01,,,,,,,380623614,12.81,USD
2025-04-25T18:13:46+0300,Trade,Sell to Close,SELL_TO_CLOSE,PDBC,Equity,Sold 1 PDBC @ 12.82,12.82,1,12.82,0.00,-0.01,,,,,,,380623189,12.81,USD
2025-04-25T18:11:54+0300,Trade,Sell to Close,SELL_TO_CLOSE,PDBC,Equity,Sold 1 PDBC @ 12.81,12.81,1,12.81,0.00,-0.01,,,,,,,380622290,12.80,USD
2025-04-25T17:44:31+0300,Trade,Sell to Close,SELL_TO_CLOSE,PDBC,Equity,Sold 1 PDBC @ 12.80,12.80,1,12.80,0.00,-0.01,,,,,,,380601976,12.79,USD
2025-04-25T17:37:39+0300,Trade,Sell to Close,SELL_TO_CLOSE,BCI,Equity,Sold 1 BCI @ 20.70,20.70,1,20.70,0.00,-0.01,,,,,,,380600209,20.69,USD
2025-04-25T17:24:21+0300,Trade,Sell to Close,SELL_TO_CLOSE,ARKK,Equity,Sold 1 ARKK @ 50.50,50.50,1,50.50,0.00,-0.01,,,,,,,380587638,50.49,USD
2025-04-25T17:21:57+0300,Trade,Sell to Close,SELL_TO_CLOSE,ROBO,Equity,Sold 1 ROBO @ 50.26,50.26,1,50.26,0.00,-0.01,,,,,,,380586501,50.25,USD
2025-04-25T16:54:11+0300,Trade,Buy to Close,BUY_TO_CLOSE,PLTR  250919C00175000,Equity Option,Bought 1 PLTR 09/19/25 Call 175.00 @ 5.01,-501.00,1,-501.00,0.00,-0.13,100,PLTR,PLTR,9/19/25,175.0,CALL,380557591,-501.13,USD
2025-04-25T16:54:11+0300,Trade,Sell to Close,SELL_TO_CLOSE,PLTR  250919C00160000,Equity Option,Sold 1 PLTR 09/19/25 Call 160.00 @ 6.84,684.00,1,684.00,0.00,-0.15,100,PLTR,PLTR,9/19/25,160.0,CALL,380557591,683.85,USD
2025-04-24T22:41:23+0300,Trade,Sell to Open,SELL_TO_OPEN,PLTR  250919C00175000,Equity Option,Sold 1 PLTR 09/19/25 Call 175.00 @ 4.97,497.00,1,497.00,-1.00,-0.15,100,PLTR,PLTR,9/19/25,175.0,CALL,380476321,495.85,USD
2025-04-24T22:41:23+0300,Trade,Buy to Open,BUY_TO_OPEN,PLTR  250919C00160000,Equity Option,Bought 1 PLTR 09/19/25 Call 160.00 @ 6.76,-676.00,1,-676.00,-1.00,-0.13,100,PLTR,PLTR,9/19/25,160.0,CALL,380476321,-677.13,USD
2025-04-24T21:08:32+0300,Trade,Sell to Open,SELL_TO_OPEN,SPY   250516P00485000,Equity Option,Sold 1 SPY 05/16/25 Put 485.00 @ 1.68,168.00,1,168.00,-1.00,-0.14,100,SPY,SPY,5/16/25,485.0,PUT,380431169,166.86,USD
2025-04-24T21:08:32+0300,Trade,Buy to Open,BUY_TO_OPEN,SPY   250516P00500000,Equity Option,Bought 1 SPY 05/16/25 Put 500.00 @ 2.71,-271.00,1,-271.00,-1.00,-0.13,100,SPY,SPY,5/16/25,500.0,PUT,380431169,-272.13,USD
2025-04-24T21:03:34+0300,Trade,Sell to Open,SELL_TO_OPEN,USO   250516C00075000,Equity Option,Sold 1 USO 05/16/25 Call 75.00 @ 0.63,63.00,1,63.00,-1.00,-0.14,100,USO,USO,5/16/25,75.0,CALL,380428990,61.86,USD
2025-04-24T21:03:34+0300,Trade,Buy to Open,BUY_TO_OPEN,USO   250516C00070000,Equity Option,Bought 1 USO 05/16/25 Call 70.00 @ 2.01,-201.00,1,-201.00,-1.00,-0.13,100,USO,USO,5/16/25,70.0,CALL,380428990,-202.13,USD
2025-04-24T20:15:44+0300,Trade,Sell to Open,SELL_TO_OPEN,SPY   250620P00535000,Equity Option,Sold 1 SPY 06/20/25 Put 535.00 @ 14.95,"1,495.00",1,"1,495.00",-1.00,-0.18,100,SPY,SPY,6/20/25,535.0,PUT,380410933,"1,493.82",USD
2025-04-24T20:15:44+0300,Trade,Buy to Open,BUY_TO_OPEN,SPY   250620P00540000,Equity Option,Bought 1 SPY 06/20/25 Put 540.00 @ 16.66,"-1,666.00",1,"-1,666.00",-1.00,-0.13,100,SPY,SPY,6/20/25,540.0,PUT,380410933,"-1,667.13",USD
2025-04-24T19:40:07+0300,Trade,Sell to Close,SELL_TO_CLOSE,URA,Equity,Sold 1 URA @ 24.46,24.46,1,24.46,0.00,-0.01,,,,,,,380356435,24.45,USD
2025-04-24T18:11:42+0300,Trade,Sell to Open,SELL_TO_OPEN,QQQ   250620P00450000,Equity Option,Sold 1 QQQ 06/20/25 Put 450.00 @ 13.44,"1,344.00",1,"1,344.00",-1.00,-0.17,100,QQQ,QQQ,6/20/25,450.0,PUT,380123258,"1,342.83",USD
2025-04-24T18:11:42+0300,Trade,Buy to Open,BUY_TO_OPEN,QQQ   250620P00455000,Equity Option,Bought 1 QQQ 06/20/25 Put 455.00 @ 15.12,"-1,512.00",1,"-1,512.00",-1.00,-0.13,100,QQQ,QQQ,6/20/25,455.0,PUT,380123258,"-1,513.13",USD
2025-04-23T17:09:52+0300,Trade,Sell to Close,SELL_TO_CLOSE,IWM,Equity,Sold 1 IWM @ 194.84,194.84,1,194.84,0.00,-0.01,,,,,,,380054179,194.83,USD
2025-04-23T16:31:37+0300,Trade,Sell to Close,SELL_TO_CLOSE,ARKG,Equity,Sold 1 ARKG @ 22.62,22.62,1,22.62,0.00,-0.01,,,,,,,377915573,22.61,USD
2025-04-22T20:07:19+0300,Trade,Sell to Close,SELL_TO_CLOSE,PDBC,Equity,Sold 3 PDBC @ 12.89,38.67,3,12.89,0.00,-0.01,,,,,,,379868081,38.66,USD
2025-04-22T19:32:35+0300,Trade,Buy to Open,BUY_TO_OPEN,SPY   250516P00525000,Equity Option,Bought 1 SPY 05/16/25 Put 525.00 @ 12.76,"-1,276.00",1,"-1,276.00",-1.00,-0.13,100,SPY,SPY,5/16/25,525.0,PUT,379852807,"-1,277.13",USD
2025-04-22T19:32:35+0300,Trade,Sell to Open,SELL_TO_OPEN,SPY   250516P00520000,Equity Option,Sold 1 SPY 05/16/25 Put 520.00 @ 10.98,"1,098.00",1,"1,098.00",-1.00,-0.17,100,SPY,SPY,5/16/25,520.0,PUT,379852807,"1,096.83",USD
2025-04-22T18:16:04+0300,Trade,Sell to Close,SELL_TO_CLOSE,FETH,Equity,Sold 1 FETH @ 17.25,17.25,1,17.25,0.00,-0.01,,,,,,,379809656,17.24,USD
2025-04-21T18:48:13+0300,Trade,Buy to Close,BUY_TO_CLOSE,SPY   250516P00515000,Equity Option,Bought 1 SPY 05/16/25 Put 515.00 @ 17.74,"-1,774.00",1,"-1,774.00",0.00,-0.13,100,SPY,SPY,5/16/25,515.0,PUT,379584652,"-1,774.13",USD
2025-04-21T18:48:13+0300,Trade,Sell to Close,SELL_TO_CLOSE,SPY   250516P00520000,Equity Option,Sold 1 SPY 05/16/25 Put 520.00 @ 20.13,"2,013.00",1,"2,013.00",0.00,-0.19,100,SPY,SPY,5/16/25,520.0,PUT,379584652,"2,012.81",USD
2025-04-18T21:38:34+0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.00,0,,--,0.00,,,,,,,,0.00,USD
2025-04-17T23:00:00+0300,Receive Deliver,Expiration,SELL_TO_CLOSE,INVZ  250417C00002500,Equity Option,Removal of 1.0 INVZ 04/17/25 Call 2.50 due to expiration.,0.00,1,0.00,--,0.00,100,INVZ,INVZ,4/17/25,2.5,CALL,,0.00,USD
2025-04-17T00:00:00+0300,Money Movement,Debit Interest,,,,FROM 03/16 THRU 04/15 @11    %,-0.57,0,,--,0.00,,,,,,,,-0.57,USD
2025-04-16T16:43:15+0300,Trade,Sell to Close,SELL_TO_CLOSE,INVZ  250417C00002500,Equity Option,Sold 1 INVZ 04/17/25 Call 2.50 @ 0.01,1.00,1,1.00,0.00,-0.14,100,INVZ,INVZ,4/17/25,2.5,CALL,378214232,0.86,USD
2025-04-15T16:34:03+0300,Trade,Buy to Open,BUY_TO_OPEN,AES,Equity,Bought 5 AES @ 10.43,-52.15,5,-10.43,0.00,0.00,,,,,,,378754377,-52.15,USD
2025-04-12T19:32:18+0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.08,0,,--,0.00,,,,,,,,-0.08,USD
2025-04-10T00:00:00+0300,Money Movement,Deposit,,,,Wire Funds Received,500.00,0,,--,0.00,,,,,,,,500.00,USD
2025-04-09T22:47:37+0300,Trade,Buy to Close,BUY_TO_CLOSE,NBIS  250417P00015000,Equity Option,Bought 1 NBIS 04/17/25 Put 15.00 @ 0.13,-13.00,1,-13.00,0.00,-0.13,100,NBIS,NBIS,4/17/25,15.0,PUT,377871225,-13.13,USD
2025-04-08T20:37:49+0300,Trade,Sell to Open,SELL_TO_OPEN,TLT   250516C00095000,Equity Option,Sold 1 TLT 05/16/25 Call 95.00 @ 0.69,69.00,1,69.00,-1.00,-0.14,100,TLT,TLT,5/16/25,95.0,CALL,377372903,67.86,USD
2025-04-08T20:37:49+0300,Trade,Buy to Open,BUY_TO_OPEN,TLT   250516C00090000,Equity Option,Bought 1 TLT 05/16/25 Call 90.00 @ 1.99,-199.00,1,-199.00,-1.00,-0.13,100,TLT,TLT,5/16/25,90.0,CALL,377372903,-200.13,USD
2025-04-08T17:38:10+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.42,100.42,1,100.42,0.00,-0.01,,,,,,,377309123,100.41,USD
2025-04-08T17:29:20+0300,Trade,Sell to Open,SELL_TO_OPEN,SPY   250516P00515000,Equity Option,Sold 1 SPY 05/16/25 Put 515.00 @ 15.96,"1,596.00",1,"1,596.00",-1.00,-0.18,100,SPY,SPY,5/16/25,515.0,PUT,377302317,"1,594.82",USD
2025-04-08T17:29:20+0300,Trade,Buy to Open,BUY_TO_OPEN,SPY   250516P00520000,Equity Option,Bought 1 SPY 05/16/25 Put 520.00 @ 17.66,"-1,766.00",1,"-1,766.00",-1.00,-0.13,100,SPY,SPY,5/16/25,520.0,PUT,377302317,"-1,767.13",USD
2025-04-08T17:27:00+0300,Trade,Sell to Open,SELL_TO_OPEN,IWM   250516P00180000,Equity Option,Sold 1 IWM 05/16/25 Put 180.00 @ 6.24,624.00,1,624.00,-1.00,-0.15,100,IWM,IWM,5/16/25,180.0,PUT,377299604,622.85,USD
2025-04-08T17:27:00+0300,Trade,Buy to Open,BUY_TO_OPEN,IWM   250516P00184000,Equity Option,Bought 1 IWM 05/16/25 Put 184.00 @ 7.71,-771.00,1,-771.00,-1.00,-0.13,100,IWM,IWM,5/16/25,184.0,PUT,377299604,-772.13,USD
2025-04-08T17:15:14+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 2 SGOV @ 100.42,200.84,2,100.42,0.00,-0.01,,,,,,,377290374,200.83,USD
2025-04-08T17:10:26+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.42,100.42,1,100.42,0.00,-0.01,,,,,,,377285874,100.41,USD
2025-04-08T17:02:55+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.42,100.42,1,100.42,0.00,-0.01,,,,,,,377277695,100.41,USD
2025-04-08T00:00:00+0300,Money Movement,Deposit,,SGOV,Equity,ISHARES TRUST,0.38,0,,--,0.00,,,,,,,,0.38,USD
2025-04-08T00:00:00+0300,Money Movement,Deposit,,SGOV,Equity,ISHARES TRUST,0.37,0,,--,0.00,,,,,,,,0.37,USD
2025-04-07T21:29:16+0300,Trade,Sell to Open,SELL_TO_OPEN,SOXL  270115C00030000,Equity Option,Sold 1 SOXL 01/15/27 Call 30.00 @ 1.68,168.00,1,168.00,-1.00,-0.14,100,SOXL,SOXL,1/15/27,30.0,CALL,377058266,166.86,USD
2025-04-07T21:29:16+0300,Trade,Buy to Close,BUY_TO_CLOSE,SOXL  270115C00023000,Equity Option,Bought 1 SOXL 01/15/27 Call 23.00 @ 2.11,-211.00,1,-211.00,0.00,-0.13,100,SOXL,SOXL,1/15/27,23.0,CALL,377058266,-211.13,USD
2025-04-07T18:48:54+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.41,100.41,1,100.41,0.00,-0.01,,,,,,,377060146,100.40,USD
2025-04-07T18:48:21+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 2 SGOV @ 100.41,200.82,2,100.41,0.00,-0.01,,,,,,,377059907,200.81,USD
2025-04-07T17:06:16+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 2 SGOV @ 100.42,200.83,2,100.41,0.00,-0.01,,,,,,,376960051,200.82,USD
2025-04-07T16:40:49+0300,Trade,Buy to Open,BUY_TO_OPEN,FETH,Equity,Bought 1 FETH @ 14.94,-14.94,1,-14.94,0.00,0.00,,,,,,,376915407,-14.94,USD
2025-04-05T21:04:43+0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.04,0,,--,0.00,,,,,,,,-0.04,USD
2025-04-05T00:00:00+0300,Money Movement,Transfer,,,,Journal to account 5WZ05866,-500.00,0,,--,0.00,,,,,,,,-500.00,USD
2025-04-05T00:00:00+0300,Money Movement,Dividend,,SGOV,Equity,ISHARES TRUST,-0.35,0,,--,0.00,,,,,,,,-0.35,USD
2025-04-05T00:00:00+0300,Money Movement,Dividend,,SGOV,Equity,ISHARES TRUST,3.46,0,,--,0.00,,,,,,,,3.46,USD
2025-04-04T22:59:12+0300,Trade,Buy to Open,BUY_TO_OPEN,BCI,Equity,Bought 1 BCI @ 20.15,-20.15,1,-20.15,0.00,0.00,,,,,,,376766499,-20.15,USD
2025-04-04T22:58:47+0300,Trade,Buy to Open,BUY_TO_OPEN,PDBC,Equity,Bought 3 PDBC @ 12.69,-38.07,3,-12.69,0.00,0.00,,,,,,,376765930,-38.07,USD
2025-04-04T17:41:17+0300,Trade,Buy to Open,BUY_TO_OPEN,PDBC,Equity,Bought 3 PDBC @ 12.56,-37.68,3,-12.56,0.00,0.00,,,,,,,376367687,-37.68,USD
2025-04-04T17:32:58+0300,Trade,Buy to Open,BUY_TO_OPEN,IWM,Equity,Bought 1 IWM @ 178.78,-178.78,1,-178.78,0.00,0.00,,,,,,,376367349,-178.78,USD
2025-04-04T17:24:52+0300,Trade,Sell to Open,SELL_TO_OPEN,SOXL  270115C00023000,Equity Option,Sold 1 SOXL 01/15/27 Call 23.00 @ 1.99,199.00,1,199.00,-1.00,-0.14,100,SOXL,SOXL,1/15/27,23.0,CALL,376495149,197.86,USD
2025-04-04T17:24:52+0300,Trade,Buy to Open,BUY_TO_OPEN,SOXL  270115C00010000,Equity Option,Bought 1 SOXL 01/15/27 Call 10.00 @ 3.97,-397.00,1,-397.00,-1.00,-0.13,100,SOXL,SOXL,1/15/27,10.0,CALL,376495149,-398.13,USD
2025-04-04T17:18:29+0300,Trade,Buy to Open,BUY_TO_OPEN,BCI,Equity,Bought 2 BCI @ 20.15,-40.30,2,-20.15,0.00,0.00,,,,,,,376486894,-40.30,USD
2025-04-04T16:41:51+0300,Trade,Buy to Open,BUY_TO_OPEN,XOVR,Equity,Bought 2 XOVR @ 14.76,-29.52,2,-14.76,0.00,0.00,,,,,,,376373062,-29.52,USD
2025-04-04T16:37:07+0300,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 1 SGOV @ 100.40,-100.40,1,-100.40,0.00,0.00,,,,,,,376419224,-100.40,USD
2025-04-04T16:36:51+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.40,100.40,1,100.40,0.00,-0.01,,,,,,,376418546,100.39,USD
2025-04-04T16:30:01+0300,Trade,Buy to Open,BUY_TO_OPEN,PDBC,Equity,Bought 2 PDBC @ 12.66,-25.32,2,-12.66,0.00,0.00,,,,,,,376367556,-25.32,USD
2025-04-04T16:30:00+0300,Trade,Buy to Open,BUY_TO_OPEN,ROBO,Equity,Bought 1 ROBO @ 46.51,-46.51,1,-46.51,0.00,0.00,,,,,,,376363294,-46.51,USD
2025-04-03T22:49:32+0300,Trade,Buy to Open,BUY_TO_OPEN,SGOV,Equity,Bought 1 SGOV @ 100.37,-100.37,1,-100.37,0.00,0.00,,,,,,,376323373,-100.37,USD
2025-04-03T22:44:27+0300,Trade,Sell to Close,SELL_TO_CLOSE,SGOV,Equity,Sold 1 SGOV @ 100.36,100.36,1,100.36,0.00,-0.01,,,,,,,376319496,100.35,USD
2025-04-03T19:39:35+0300,Trade,Buy to Open,BUY_TO_OPEN,BCI,Equity,Bought 2 BCI @ 21.03,-42.06,2,-21.03,0.00,0.00,,,,,,,376229591,-42.06,USD
2025-04-03T18:51:57+0300,Trade,Buy to Open,BUY_TO_OPEN,ARKK,Equity,Bought 1 ARKK @ 45.45,-45.45,1,-45.45,0.00,0.00,,,,,,,376202650,-45.45,USD
2025-04-03T18:50:19+0300,Trade,Buy to Open,BUY_TO_OPEN,XOVR,Equity,Bought 1 XOVR @ 15.50,-15.50,1,-15.50,0.00,0.00,,,,,,,376201682,-15.50,USD
2025-04-03T18:48:29+0300,Trade,Buy to Open,BUY_TO_OPEN,URA,Equity,Bought 1 URA @ 22.56,-22.56,1,-22.56,0.00,0.00,,,,,,,376200658,-22.56,USD
2025-04-03T18:07:52+0300,Trade,Buy to Open,BUY_TO_OPEN,BOTZ,Equity,Bought 1 BOTZ @ 27.28,-27.28,1,-27.28,0.00,0.00,,,,,,,375532304,-27.28,USD
2025-04-03T18:07:04+0300,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   250516P00470000,Equity Option,Sold 1 QQQ 05/16/25 Put 470.00 @ 25.29,"2,529.00",1,"2,529.00",0.00,-0.21,100,QQQ,QQQ,5/16/25,470.0,PUT,376132727,"2,528.79",USD
2025-04-03T18:07:04+0300,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   250516P00465000,Equity Option,Bought 1 QQQ 05/16/25 Put 465.00 @ 22.52,"-2,252.00",1,"-2,252.00",0.00,-0.13,100,QQQ,QQQ,5/16/25,465.0,PUT,376132727,"-2,252.13",USD
2025-04-03T17:49:54+0300,Trade,Buy to Close,BUY_TO_CLOSE,SPY   250516P00555000,Equity Option,Bought 1 SPY 05/16/25 Put 555.00 @ 22.29,"-2,229.00",1,"-2,229.00",0.00,-0.13,100,SPY,SPY,5/16/25,555.0,PUT,376132423,"-2,229.13",USD
2025-04-03T17:49:54+0300,Trade,Sell to Close,SELL_TO_CLOSE,SPY   250516P00560000,Equity Option,Sold 1 SPY 05/16/25 Put 560.00 @ 25.08,"2,508.00",1,"2,508.00",0.00,-0.20,100,SPY,SPY,5/16/25,560.0,PUT,376132423,"2,507.80",USD
2025-04-03T17:40:57+0300,Trade,Buy to Open,BUY_TO_OPEN,BOTZ,Equity,Bought 1 BOTZ @ 27.46,-27.46,1,-27.46,0.00,0.00,,,,,,,375541179,-27.46,USD
2025-04-03T16:43:43+0300,Trade,Buy to Open,BUY_TO_OPEN,ROBO,Equity,Bought 1 ROBO @ 49.86,-49.86,1,-49.86,0.00,0.00,,,,,,,375532349,-49.86,USD
